id,title,author,genre,language,publicationYear,publisher,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year
761,The Great Alone,Kristin Hannah,Historical Fiction,English,2018,St. Martin's Press,440,"alaska,survival,family",4.34,USA,True,Goodreads Choice Award,Adult,False,1998
762,The Four Winds,Kristin Hannah,Historical Fiction,English,2021,St. Martin's Press,464,"history,poverty,resilience",4.29,USA,True,None,Adult,False,1998
763,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,Non-fiction,English,2018,Knopf,339,"crime,business,tech",4.38,USA,True,Financial Times Book of the Year,Adult,True,2019
764,Empire of Pain,Patrick Radden Keefe,Non-fiction,English,2021,Doubleday,535,"history,business,crime",4.56,USA,True,Baillie Gifford Prize,Adult,False,1998
765,Say Nothing,Patrick Radden Keefe,Non-fiction,English,2018,Doubleday,441,"history,crime,ireland",4.49,USA,True,Orwell Prize,Adult,False,1998
766,The Spanish Love Deception,Elena Armas,Romance,English,2021,Simon & Schuster,482,"romance,fake dating,spain",3.92,Spain,True,Goodreads Choice Award,Adult,False,1998
767,It Happened One Summer,Tessa Bailey,Romance,English,2021,Avon,397,"romance,schitt's creek,summer",4.07,USA,True,None,Adult,False,1998
768,The Unhoneymooners,Christina Lauren,Romance,English,2019,Gallery Books,400,"romance,enemies to lovers,humor",4.04,USA,True,None,Adult,False,1998
769,People We Meet on Vacation,Emily Henry,Romance,English,2021,Berkley,364,"romance,friends to lovers,travel",4.03,USA,True,Goodreads Choice Award,Adult,False,1998
770,Happy Place,Emily Henry,Romance,English,2023,Berkley,400,"romance,second chance,summer",4.16,USA,True,Goodreads Choice Award,Adult,False,1998
771,Malibu Rising,Taylor Jenkins Reid,Historical Fiction,English,2021,Ballantine,369,"family,drama,80s",4.07,USA,True,Goodreads Choice Award,Adult,False,1998
772,Carrie Soto Is Back,Taylor Jenkins Reid,Fiction,English,2022,Ballantine,384,"sports,tennis,ambition",4.22,USA,True,Goodreads Choice Award,Adult,False,1998
773,The Outsider,Stephen King,Horror,English,2018,Scribner,561,"crime,horror,supernatural",3.98,USA,True,Goodreads Choice Award,Adult,True,2020
774,11/22/63,Stephen King,Sci-Fi,English,2011,Scribner,849,"time travel,history,thriller",4.3,USA,True,Locus Award,Adult,True,2016
775,Under the Dome,Stephen King,Sci-Fi,English,2009,Scribner,1074,"sci-fi,survival,politics",3.92,USA,True,None,Adult,True,2013
776,Bag of Bones,Stephen King,Horror,English,1998,Scribner,529,"ghosts,mystery,romance",3.9,USA,True,Bram Stoker Award,Adult,True,2011
777,Needful Things,Stephen King,Horror,English,1991,Viking,690,"horror,small town,chaos",3.93,USA,True,None,Adult,True,1993
778,Christine,Stephen King,Horror,English,1983,Viking,526,"horror,cars,classic",3.79,USA,True,None,Adult,True,1983
779,The Giving Tree,Shel Silverstein,Children's Fiction,English,1964,Harper & Row,64,"classic,picture book,sad",4.37,USA,True,None,Children,False,1998
780,Where the Sidewalk Ends,Shel Silverstein,Poetry,English,1974,Harper & Row,166,"poetry,humor,kids",4.3,USA,True,None,Children,False,1998
781,Corduroy,Don Freeman,Children's Fiction,English,1968,Viking,32,"classic,bears,friendship",4.29,USA,True,None,Children,True,1984
782,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,Children's Fiction,English,1972,Atheneum,32,"classic,humor,kids",4.22,USA,True,None,Children,True,2014
783,Madeline,Ludwig Bemelmans,Children's Fiction,English,1939,Simon & Schuster,44,"paris,classic,rhyme",4.14,France,True,Caldecott Honor,Children,True,1998
784,Curious George,H.A. Rey,Children's Fiction,English,1941,Houghton Mifflin,64,"classic,animals,monkey",4.13,USA,True,None,Children,True,2006
785,Cloudy with a Chance of Meatballs,Judi Barrett,Children's Fiction,English,1978,Atheneum,32,"classic,food,humor",4.2,USA,True,None,Children,True,2009
786,The Spy and the Traitor,Ben Macintyre,Non-fiction,English,2018,Viking,384,"spy,cold war,history",4.54,UK,True,Baillie Gifford Shortlist,Adult,False,1998
787,Operation Mincemeat,Ben Macintyre,Non-fiction,English,2010,Bloomsbury,400,"war,history,spy",4.32,UK,True,None,Adult,True,2021
788,The Likeness,Tana French,Mystery,English,2008,Viking,466,"crime,ireland,undercover",4.07,Ireland,True,None,Adult,True,2019
789,Faithful Place,Tana French,Mystery,English,2010,Viking,400,"crime,ireland,family",4.06,Ireland,True,None,Adult,True,2019
790,Gone Baby Gone,Dennis Lehane,Thriller,English,1998,William Morrow,414,"crime,boston,kidnap",4.13,USA,True,None,Adult,True,2007
791,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,Crime,English,2007,Norstedts,563,"hacker,sweden,conspiracy",4.22,Sweden,True,None,Adult,True,2009
792,Before the Fall,Noah Hawley,Thriller,English,2016,Grand Central,400,"mystery,survival,media",3.73,USA,True,Edgar Award,Adult,False,1998
793,The Snowman,Jo Nesbø,Crime,Norwegian,2007,Aschehoug,383,"crime,norway,serial killer",4.03,Norway,True,None,Adult,True,2017
794,The Redbreast,Jo Nesbø,Crime,Norwegian,2000,Aschehoug,518,"crime,norway,history",4.0,Norway,True,Glass Key Award,Adult,False,1998
795,Headhunters,Jo Nesbø,Thriller,Norwegian,2008,Aschehoug,304,"crime,heist,norway",3.84,Norway,True,None,Adult,True,2011
796,Magpie Murders,Anthony Horowitz,Mystery,English,2016,Orion,496,"mystery,meta,whodunit",4.11,UK,True,None,Adult,True,2022
797,The Word Is Murder,Anthony Horowitz,Mystery,English,2017,Century,390,"mystery,meta,sherlock",4.05,UK,True,None,Adult,False,1998
798,The House of Silk,Anthony Horowitz,Mystery,English,2011,Orion,294,"mystery,sherlock,pastiche",3.99,UK,True,None,Adult,False,1998
799,Moriarty,Anthony Horowitz,Mystery,English,2014,Orion,285,"mystery,sherlock,villain",3.75,UK,True,None,Adult,False,1998
800,Nine Perfect Strangers,Liane Moriarty,Thriller,English,2018,Pan Macmillan,451,"mystery,resort,wellness",3.49,Australia,True,Goodreads Choice Nominee,Adult,True,2021
801,Tell No One,Harlan Coben,Thriller,English,2001,Delacorte,339,"mystery,twist,romance",4.13,USA,True,None,Adult,True,2006
802,The Stranger,Harlan Coben,Thriller,English,2015,Dutton,386,"mystery,secrets,family",3.96,USA,True,None,Adult,True,2020
803,The Lincoln Lawyer,Michael Connelly,Crime,English,2005,"Little, Brown",404,"legal,crime,los angeles",4.18,USA,True,Shamus Award,Adult,True,2011
804,The Black Echo,Michael Connelly,Crime,English,1992,"Little, Brown",482,"crime,detective,noir",4.14,USA,True,Edgar Award,Adult,True,2014
805,The Poet,Michael Connelly,Thriller,English,1996,"Little, Brown",448,"crime,serial killer,mystery",4.26,USA,True,Anthony Award,Adult,False,1998
806,Along Came a Spider,James Patterson,Thriller,English,1993,"Little, Brown",435,"crime,detective,suspense",4.09,USA,True,None,Adult,True,2001
807,Kiss the Girls,James Patterson,Thriller,English,1995,"Little, Brown",464,"crime,serial killer,mystery",4.13,USA,True,None,Adult,True,1997
808,The Bone Collector,Jeffery Deaver,Thriller,English,1997,Viking,528,"crime,forensics,mystery",4.19,USA,True,Nero Award,Adult,True,1999
809,Presumed Innocent,Scott Turow,Legal Thriller,English,1987,"Farrar, Straus & Giroux",421,"legal,courtroom,mystery",4.05,USA,True,Silver Dagger,Adult,True,1990
810,Defending Jacob,William Landay,Legal Thriller,English,2012,Delacorte,421,"legal,family,crime",4.04,USA,True,Strand Critics Award,Adult,True,2020
811,Mystic River,Dennis Lehane,Thriller,English,2001,William Morrow,401,"crime,boston,tragedy",4.18,USA,True,Dilys Award,Adult,True,2003
812,The Given Day,Dennis Lehane,Historical Fiction,English,2008,William Morrow,702,"history,boston,epic",4.12,USA,True,None,Adult,False,1998
813,The Couple Next Door,Shari Lapena,Thriller,English,2016,Pamela Dorman,308,"mystery,kidnap,twist",3.82,Canada,True,None,Adult,False,1998
814,Behind Closed Doors,B.A. Paris,Thriller,English,2016,St. Martin's Press,293,"mystery,psychology,suspense",4.0,UK,True,Goodreads Choice Nominee,Adult,False,1998
815,The Last Thing He Told Me,Laura Dave,Thriller,English,2021,Simon & Schuster,303,"mystery,family,secrets",3.84,USA,True,Goodreads Choice Award,Adult,True,2023
816,Then She Was Gone,Lisa Jewell,Thriller,English,2017,Century,359,"mystery,missing person,twist",4.07,UK,True,None,Adult,False,1998
817,The Family Upstairs,Lisa Jewell,Thriller,English,2019,Atria,336,"mystery,dark,cult",3.99,UK,True,None,Adult,False,1998
818,Local Woman Missing,Mary Kubica,Thriller,English,2021,Park Row,352,"mystery,kidnap,twist",4.1,USA,True,None,Adult,False,1998
819,The Good Girl,Mary Kubica,Thriller,English,2014,Mira,352,"mystery,kidnap,twist",3.97,USA,True,None,Adult,False,1998
820,The Silent Wife,A.S.A. Harrison,Thriller,English,2013,Penguin Canada,326,"mystery,marriage,psychology",3.6,Canada,True,None,Adult,False,1998
821,Anatomy of a Scandal,Sarah Vaughan,Thriller,English,2018,Simon & Schuster,392,"legal,politics,marriage",3.79,UK,True,None,Adult,True,2022
822,Apple Tree Yard,Louise Doughty,Thriller,English,2013,Faber & Faber,336,"crime,affair,courtroom",3.6,UK,True,None,Adult,True,2017
823,The Girl Before,JP Delaney,Thriller,English,2017,Quercus,341,"mystery,architecture,suspense",3.8,UK,True,None,Adult,True,2021
824,On Chesil Beach,Ian McEwan,Fiction,English,2007,Jonathan Cape,166,"romance,history,novella",3.44,UK,True,Booker Prize Shortlist,Adult,True,2017
825,Amsterdam,Ian McEwan,Fiction,English,1998,Jonathan Cape,193,"satire,morality,tragedy",3.45,UK,True,Booker Prize,Adult,False,1998
826,The Children Act,Ian McEwan,Fiction,English,2014,Jonathan Cape,224,"law,ethics,religion",3.87,UK,True,None,Adult,True,2018
827,Beatrice and Virgil,Yann Martel,Fiction,English,2010,Spiegel & Grau,213,"allegory,holocaust,animals",3.14,Canada,True,None,Adult,False,1998
828,The Starless Sea,Erin Morgenstern,Fantasy,English,2019,Doubleday,498,"magic,books,mystery",3.91,USA,True,Dragon Award Nominee,Adult,False,1998
829,The Glass Hotel,Emily St. John Mandel,Fiction,English,2020,Knopf,302,"mystery,fraud,ghosts",3.83,Canada,True,None,Adult,False,1998
830,Utopia Avenue,David Mitchell,Historical Fiction,English,2020,Sceptre,574,"music,60s,band",4.11,UK,True,None,Adult,False,1998
831,Dandelion Wine,Ray Bradbury,Fiction,English,1957,Doubleday,239,"summer,childhood,nostalgia",4.13,USA,True,None,Adult,False,1998
832,The Sirens of Titan,Kurt Vonnegut,Sci-Fi,English,1959,Delacorte,326,"satire,space,philosophy",4.16,USA,True,Hugo Nominee,Adult,False,1998
833,Mother Night,Kurt Vonnegut,Historical Fiction,English,1961,Gold Medal Books,282,"war,satire,spy",4.22,USA,True,None,Adult,True,1996
834,Player Piano,Kurt Vonnegut,Dystopian,English,1952,Scribner,320,"dystopia,automation,satire",3.93,USA,True,None,Adult,False,1998
835,Galápagos,Kurt Vonnegut,Sci-Fi,English,1985,Delacorte,324,"evolution,satire,apocalypse",3.89,USA,True,None,Adult,False,1998
836,"God Bless You, Mr. Rosewater",Kurt Vonnegut,Satire,English,1965,"Holt, Rinehart and Winston",275,"money,satire,humor",4.07,USA,True,None,Adult,False,1998
837,Chocolat,Joanne Harris,Magical Realism,English,1999,Doubleday,306,"food,france,romance",3.99,UK,True,Whitbread Nominee,Adult,True,2000
838,The Hundred-Foot Journey,Richard C. Morais,Fiction,English,2008,Scribner,256,"food,france,india",3.84,USA,True,None,Adult,True,2014
839,Bastard Out of Carolina,Dorothy Allison,Fiction,English,1992,Dutton,309,"poverty,abuse,south",4.12,USA,True,National Book Award Finalist,Adult,True,1996
840,Practical Magic,Alice Hoffman,Magical Realism,English,1995,Putnam,286,"magic,sisters,romance",3.85,USA,True,None,Adult,True,1998
841,The Rules of Magic,Alice Hoffman,Fantasy,English,2017,Simon & Schuster,369,"magic,prequel,history",4.1,USA,True,None,Adult,False,1998
842,The Dovekeepers,Alice Hoffman,Historical Fiction,English,2011,Scribner,504,"history,women,tragedy",4.07,USA,True,None,Adult,True,2015
843,Frog Music,Emma Donoghue,Historical Fiction,English,2014,"Little, Brown",403,"crime,history,music",3.55,Canada,True,None,Adult,False,1998
844,The Wonder,Emma Donoghue,Historical Fiction,English,2016,"Little, Brown",291,"history,ireland,mystery",3.76,Canada,True,Giller Prize Shortlist,Adult,True,2022
845,Before I Fall,Lauren Oliver,Young Adult,English,2010,HarperCollins,470,"timeloop,school,redemption",3.91,USA,True,None,Young Adult,True,2017
846,Delirium,Lauren Oliver,Dystopian,English,2011,HarperCollins,441,"dystopia,romance,love",3.96,USA,True,Goodreads Choice Nominee,Young Adult,False,1998
847,Uglies,Scott Westerfeld,Dystopian,English,2005,Simon & Schuster,425,"dystopia,beauty,scifi",3.86,USA,True,None,Young Adult,True,2024
848,Pretties,Scott Westerfeld,Dystopian,English,2005,Simon & Schuster,370,"dystopia,sequel,scifi",3.84,USA,True,None,Young Adult,False,1998
849,Specials,Scott Westerfeld,Dystopian,English,2006,Simon & Schuster,372,"dystopia,action,finale",3.76,USA,True,None,Young Adult,False,1998
850,Leviathan,Scott Westerfeld,Steampunk,English,2009,Simon & Schuster,440,"steampunk,war,history",4.18,USA,True,Locus Award,Young Adult,False,1998
851,We Were Liars,E. Lockhart,Young Adult,English,2014,Delacorte,242,"mystery,twist,summer",3.84,USA,True,Goodreads Choice Award,Young Adult,False,1998
852,One of Us Is Lying,Karen M. McManus,Mystery,English,2017,Delacorte,360,"mystery,high school,crime",4.03,USA,True,Goodreads Choice Nominee,Young Adult,True,2021
853,A Good Girl's Guide to Murder,Holly Jackson,Mystery,English,2019,Electric Monkey,433,"mystery,crime,investigation",4.34,UK,True,British Book Award,Young Adult,True,2024
854,The Inheritance Games,Jennifer Lynn Barnes,Mystery,English,2020,"Little, Brown",376,"mystery,puzzles,wealth",4.22,USA,True,Goodreads Choice Nominee,Young Adult,False,1998
855,Truly Devious,Maureen Johnson,Mystery,English,2018,Katherine Tegen,416,"mystery,boarding school,crime",4.04,USA,True,None,Young Adult,False,1998
856,Sadie,Courtney Summers,Thriller,English,2018,Wednesday Books,311,"mystery,podcast,revenge",4.11,Canada,True,Edgar Award,Young Adult,False,1998
857,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Romance,English,2015,Balzer + Bray,303,"lgbt,romance,high school",4.23,USA,True,William C. Morris Award,Young Adult,True,2018
858,They Both Die at the End,Adam Silvera,Young Adult,English,2017,HarperTeen,389,"lgbt,death,friendship",3.96,USA,True,Goodreads Choice Nominee,Young Adult,False,1998
859,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,Young Adult,English,2012,Simon & Schuster,359,"lgbt,coming-of-age,friendship",4.32,USA,True,Printz Honor,Young Adult,True,2023
860,The Things They Carried,Tim O'Brien,War,English,1990,Houghton Mifflin,233,"war,history,classic",4.13,USA,True,National Book Award Finalist,Adult,False,1998
861,Eleanor & Park,Rainbow Rowell,Romance,English,2013,St. Martin's Press,328,"romance,80s,teen",4.01,USA,True,Printz Honor,Young Adult,False,1998
862,Fangirl,Rainbow Rowell,Young Adult,English,2013,St. Martin's Press,433,"fandom,college,romance",4.04,USA,True,None,Young Adult,False,1998
863,Carry On,Rainbow Rowell,Fantasy,English,2015,St. Martin's Press,522,"magic,lgbt,satire",4.16,USA,True,None,Young Adult,False,1998
864,Every Day,David Levithan,Fantasy,English,2012,Knopf,322,"romance,body swap,philosophy",3.92,USA,True,None,Young Adult,True,2018
865,"Everything, Everything",Nicola Yoon,Romance,English,2015,Delacorte,306,"romance,illness,twist",4.01,USA,True,None,Young Adult,True,2017
866,The Sun Is Also a Star,Nicola Yoon,Romance,English,2016,Delacorte,384,"romance,fate,immigration",4.03,USA,True,National Book Award Finalist,Young Adult,True,2019
867,Speak,Laurie Halse Anderson,Young Adult,English,1999,"Farrar, Straus & Giroux",197,"trauma,school,classic",4.04,USA,True,National Book Award Finalist,Young Adult,True,2004
868,The House on Mango Street,Sandra Cisneros,Fiction,English,1984,Arte Público,110,"classic,coming-of-age,latino",3.67,USA,True,American Book Award,Young Adult,False,1998
869,Esperanza Rising,Pam Muñoz Ryan,Historical Fiction,English,2000,Scholastic,262,"history,immigration,family",4.07,USA,True,Pura Belpré Award,Children,False,1998
870,The Poet X,Elizabeth Acevedo,Poetry,English,2018,HarperTeen,368,"poetry,coming-of-age,latino",4.42,USA,True,National Book Award,Young Adult,False,1998
871,I'm Glad My Mom Died,Jennette McCurdy,Memoir,English,2022,Simon & Schuster,320,"memoir,hollywood,abuse",4.55,USA,True,Goodreads Choice Award,Adult,False,1998
872,Crying in H Mart,Michelle Zauner,Memoir,English,2021,Knopf,239,"memoir,food,grief",4.28,USA,True,Goodreads Choice Award,Adult,False,1998
873,Know My Name,Chanel Miller,Memoir,English,2019,Viking,384,"memoir,justice,trauma",4.7,USA,True,National Book Critics Circle Award,Adult,False,1998
874,In the Dream House,Carmen Maria Machado,Memoir,English,2019,Graywolf Press,251,"memoir,lgbt,abuse",4.52,USA,True,None,Adult,False,1998
875,My Dark Vanessa,Kate Elizabeth Russell,Fiction,English,2020,William Morrow,373,"trauma,psychology,controversial",3.93,USA,True,Goodreads Choice Nominee,Adult,False,1998
876,Exciting Times,Naoise Dolan,Fiction,English,2020,Ecco,243,"romance,humor,satire",3.32,Ireland,True,None,Adult,False,1998
877,Luster,Raven Leilani,Fiction,English,2020,"Farrar, Straus & Giroux",227,"race,art,satire",3.63,USA,True,Kirkus Prize,Adult,False,1998
878,Bossypants,Tina Fey,Memoir,English,2011,Reagan Arthur,277,"humor,biography,snl",3.96,USA,True,None,Adult,False,1998
879,Yes Please,Amy Poehler,Memoir,English,2014,Dey Street,329,"humor,biography,feminism",3.83,USA,True,None,Adult,False,1998
880,"Detransition, Baby",Torrey Peters,Fiction,English,2021,One World,337,"lgbt,relationships,modern",3.96,USA,True,Women's Prize Nominee,Adult,False,1998
881,Greenlights,Matthew McConaughey,Memoir,English,2020,Crown,304,"memoir,philosophy,hollywood",4.23,USA,True,Goodreads Choice Award,Adult,False,1998
882,Boyfriend Material,Alexis Hall,Romance,English,2020,Sourcebooks Casablanca,425,"romance,lgbt,humor",4.09,UK,True,None,Adult,False,1998
883,A Promised Land,Barack Obama,Memoir,English,2020,Crown,768,"memoir,politics,history",4.45,USA,True,None,Adult,False,1998
884,Less Than Zero,Bret Easton Ellis,Fiction,English,1985,Simon & Schuster,195,"drugs,80s,nihilism",3.6,USA,True,None,Adult,True,1987
885,Elon Musk,Walter Isaacson,Biography,English,2023,Simon & Schuster,688,"biography,tech,business",4.2,USA,True,None,Adult,False,1998
886,Leonardo da Vinci,Walter Isaacson,Biography,English,2017,Simon & Schuster,600,"biography,art,history",4.24,USA,True,None,Adult,False,1998
887,The Song of the Lioness: Alanna,Tamora Pierce,Fantasy,English,1983,Atheneum,274,"fantasy,magic,gender",4.27,USA,True,None,Young Adult,False,1998
888,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,History,English,2015,Harvill Secker,448,"future,science,philosophy",4.25,Israel,True,None,Adult,False,1998
889,Wild Magic,Tamora Pierce,Fantasy,English,1992,Atheneum,362,"fantasy,animals,magic",4.32,USA,True,None,Young Adult,False,1998
890,Chrestomanci: Charmed Life,Diana Wynne Jones,Fantasy,English,1977,Macmillan,256,"magic,classic,kids",4.03,UK,True,None,Children,False,1998
891,Sabriel,Garth Nix,Fantasy,English,1995,HarperCollins,491,"magic,necromancy,fantasy",4.16,Australia,True,Aurealis Award,Young Adult,False,1998
892,Lirael,Garth Nix,Fantasy,English,2001,HarperCollins,496,"magic,library,adventure",4.23,Australia,True,None,Young Adult,False,1998
893,Abhorsen,Garth Nix,Fantasy,English,2003,HarperCollins,358,"magic,necromancy,finale",4.26,Australia,True,None,Young Adult,False,1998
894,Graceling,Kristin Cashore,Fantasy,English,2008,Harcourt,471,"magic,romance,action",4.06,USA,True,None,Young Adult,False,1998
895,The Selection,Kiera Cass,Dystopian,English,2012,HarperTeen,336,"romance,dystopia,royalty",4.09,USA,True,None,Young Adult,False,1998
896,Red Queen,Victoria Aveyard,Fantasy,English,2015,HarperTeen,383,"fantasy,dystopia,powers",4.01,USA,True,Goodreads Choice Award,Young Adult,False,1998
897,Shatter Me,Tahereh Mafi,Dystopian,English,2011,HarperCollins,338,"dystopia,romance,powers",3.96,USA,True,None,Young Adult,False,1998
898,Legend,Marie Lu,Dystopian,English,2011,Putnam,305,"dystopia,action,romance",4.16,USA,True,None,Young Adult,False,1998
899,An Ember in the Ashes,Sabaa Tahir,Fantasy,English,2015,Razorbill,446,"fantasy,romance,war",4.26,USA,True,None,Young Adult,False,1998
900,The Wrath and the Dawn,Renée Ahdieh,Fantasy,English,2015,Putnam,388,"retelling,romance,magic",4.14,USA,True,None,Young Adult,False,1998
901,Scythe,Neal Shusterman,Dystopian,English,2016,Simon & Schuster,435,"dystopia,death,scifi",4.33,USA,True,Printz Honor,Young Adult,False,1998
902,Thunderhead,Neal Shusterman,Dystopian,English,2018,Simon & Schuster,504,"dystopia,ai,sequel",4.49,USA,True,None,Young Adult,False,1998
903,The Toll,Neal Shusterman,Dystopian,English,2019,Simon & Schuster,625,"dystopia,finale,epic",4.18,USA,True,None,Young Adult,False,1998
904,Unwind,Neal Shusterman,Dystopian,English,2007,Simon & Schuster,335,"dystopia,horror,survival",4.17,USA,True,None,Young Adult,False,1998
905,Horns,Joe Hill,Horror,English,2010,William Morrow,370,"horror,dark fantasy,revenge",3.92,USA,True,None,Adult,True,2013
906,NOS4A2,Joe Hill,Horror,English,2013,William Morrow,692,"horror,christmas,fantasy",3.92,USA,True,Bram Stoker Award Nominee,Adult,True,2019
907,Heart-Shaped Box,Joe Hill,Horror,English,2007,William Morrow,376,"horror,ghosts,music",3.84,USA,True,Bram Stoker Award,Adult,False,1998
908,The Fireman,Joe Hill,Horror,English,2016,William Morrow,747,"horror,apocalypse,virus",3.92,USA,True,Locus Award,Adult,False,1998
909,Odd Thomas,Dean Koontz,Thriller,English,2003,Bantam,399,"horror,mystery,supernatural",4.03,USA,True,None,Adult,True,2013
910,Watchers,Dean Koontz,Thriller,English,1987,Putnam,404,"horror,scifi,dog",4.17,USA,True,None,Adult,True,1988
911,Intensity,Dean Koontz,Thriller,English,1995,Knopf,308,"thriller,suspense,psychology",4.07,USA,True,None,Adult,True,1997
912,Phantoms,Dean Koontz,Horror,English,1983,Putnam,448,"horror,mystery,lovecraftian",3.92,USA,True,None,Adult,True,1998
913,Uprooted,Naomi Novik,Fantasy,English,2015,Del Rey,435,"magic,fairytale,romance",4.06,USA,True,Nebula Award,Young Adult,False,1998
914,Spinning Silver,Naomi Novik,Fantasy,English,2018,Del Rey,466,"magic,retelling,winter",4.23,USA,True,Locus Award,Young Adult,False,1998
915,The Bear and the Nightingale,Katherine Arden,Fantasy,English,2017,Del Rey,323,"fantasy,russia,history",4.11,USA,True,None,Adult,False,1998
916,The Girl in the Tower,Katherine Arden,Fantasy,English,2017,Del Rey,363,"fantasy,adventure,sequel",4.27,USA,True,None,Adult,False,1998
917,The Winter of the Witch,Katherine Arden,Fantasy,English,2019,Del Rey,384,"fantasy,finale,russia",4.39,USA,True,None,Adult,False,1998
918,The Rosie Project,Graeme Simsion,Romance,English,2013,Text Publishing,295,"romance,humor,autism",4.0,Australia,True,None,Adult,False,1998
919,Britt-Marie Was Here,Fredrik Backman,Fiction,English,2014,Partners in Stories,324,"humor,sweden,heartwarming",4.07,Sweden,True,None,Adult,True,2019
920,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,Fiction,English,2013,Forum,372,"humor,family,sweden",4.02,Sweden,True,None,Adult,False,1998
921,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Satire,English,2009,Piratförlaget,384,"humor,sweden,history",3.83,Sweden,True,None,Adult,True,2013
922,"Are You There God? It's Me, Margaret",Judy Blume,Children's Fiction,English,1970,Bradbury Press,149,"classic,puberty,girls",4.0,USA,True,None,Children,True,2023
923,Tales of a Fourth Grade Nothing,Judy Blume,Children's Fiction,English,1972,Dutton,120,"humor,siblings,classic",4.1,USA,True,None,Children,False,1998
924,Superfudge,Judy Blume,Children's Fiction,English,1980,Dutton,166,"humor,family,sequel",4.13,USA,True,None,Children,False,1998
925,Frindle,Andrew Clements,Children's Fiction,English,1996,Simon & Schuster,105,"school,humor,language",4.16,USA,True,Christopher Award,Children,False,1998
926,Stargirl,Jerry Spinelli,Young Adult,English,2000,Knopf,186,"school,conformity,romance",3.77,USA,True,None,Young Adult,True,2020
927,Maniac Magee,Jerry Spinelli,Children's Fiction,English,1990,"Little, Brown",184,"race,legend,sports",3.96,USA,True,Newbery Medal,Children,True,2003
928,Because of Winn-Dixie,Kate DiCamillo,Children's Fiction,English,2000,Candlewick,182,"dog,friendship,south",4.06,USA,True,Newbery Honor,Children,True,2005
929,The Tale of Despereaux,Kate DiCamillo,Children's Fiction,English,2003,Candlewick,267,"fantasy,mouse,classic",3.98,USA,True,Newbery Medal,Children,True,2008
930,Shiloh,Phyllis Reynolds Naylor,Children's Fiction,English,1991,Atheneum,144,"dog,ethics,classic",4.09,USA,True,Newbery Medal,Children,True,1996
931,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Children's Fiction,English,1967,Atheneum,168,"adventure,museum,classic",4.17,USA,True,Newbery Medal,Children,True,1973
932,The Terror,Dan Simmons,Horror,English,2007,"Little, Brown",769,"horror,history,survival",4.05,USA,True,None,Adult,True,2018
933,The Ruins,Scott Smith,Horror,English,2006,Knopf,319,"horror,survival,nature",3.63,USA,True,None,Adult,True,2008
934,A Simple Plan,Scott Smith,Thriller,English,1993,Knopf,335,"crime,greed,tragedy",4.04,USA,True,None,Adult,True,1998
935,Q & A,Vikas Swarup,Fiction,English,2005,Doubleday,318,"india,game show,drama",4.02,India,True,Boeke Prize,Adult,True,2008
936,Mao's Last Dancer,Li Cunxin,Memoir,English,2003,Viking,446,"memoir,dance,china",4.11,China,True,None,Adult,True,2009
939,Airframe,Michael Crichton,Thriller,English,1996,Knopf,352,"aviation,mystery,tech",3.72,USA,True,None,Adult,False,1998
940,Prey,Michael Crichton,Sci-Fi,English,2002,HarperCollins,367,"scifi,nano,horror",3.73,USA,True,None,Adult,False,1998
941,State of Fear,Michael Crichton,Thriller,English,2004,HarperCollins,603,"action,controversial,tech",3.62,USA,True,None,Adult,False,1998
942,The Client,John Grisham,Thriller,English,1993,Doubleday,422,"legal,crime,mafia",4.0,USA,True,None,Adult,True,1994
943,The Runaway Jury,John Grisham,Thriller,English,1996,Doubleday,413,"legal,jury,manipulation",4.04,USA,True,None,Adult,True,2003
944,The Rainmaker,John Grisham,Thriller,English,1995,Doubleday,434,"legal,underdog,courtroom",4.03,USA,True,None,Adult,True,1997
945,Gerald's Game,Stephen King,Horror,English,1992,Viking,332,"horror,isolation,psychology",3.51,USA,True,None,Adult,True,2017
946,Dolores Claiborne,Stephen King,Thriller,English,1992,Viking,305,"thriller,monologue,drama",4.02,USA,True,None,Adult,True,1995
947,Duma Key,Stephen King,Horror,English,2008,Scribner,607,"horror,art,florida",4.03,USA,True,Bram Stoker Award,Adult,False,1998
948,Joyland,Stephen King,Mystery,English,2013,Hard Case Crime,283,"mystery,carnival,coming-of-age",4.08,USA,True,None,Adult,False,1998
949,Revival,Stephen King,Horror,English,2014,Scribner,405,"horror,lovecraftian,religion",3.77,USA,True,None,Adult,False,1998
950,Gone,Michael Grant,Sci-Fi,English,2008,HarperTeen,560,"dystopia,powers,lord of the flies",3.88,USA,True,None,Young Adult,False,1998
951,The Clan of the Cave Bear,Jean M. Auel,Historical Fiction,English,1980,Crown,468,"history,prehistoric,survival",4.08,USA,True,None,Adult,True,1986
