Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend
Selesai,2024-04-14 09:37:00,Saldo ShopeePay,1,0,0.0,0.6,8000.0,0.0,25000,8000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 11:37:00,COD (Bayar di Tempat),2,0,0.0,1.2,15200.0,20000.0,110408,35200.0,Jambi,Kitchen & Dining,nan,,SPX,Hemat,2,1
Selesai,2024-04-14 12:17:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,26896,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 13:47:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,26520,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 14:01:00,COD (Bayar di Tempat),1,0,0.0,0.5,13000.0,0.0,29900,13000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 15:15:00,SPayLater,1,0,0.0,0.5,0.0,9500.0,20998,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2024-04-14 15:33:00,COD (Bayar di Tempat),1,0,0.0,0.1,8000.0,0.0,24577,8000.0,Banten,Other,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 15:33:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,28800,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2024-04-14 16:14:00,Online Payment,2,0,0.0,1.0,0.0,0.0,0,8000.0,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Hemat,2,1
Selesai,2024-04-14 17:06:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,32000,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 17:43:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,10000.0,36152,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,2,1
Selesai,2024-04-14 17:46:00,COD (Bayar di Tempat),1,0,0.0,1.0,11000.0,0.0,48284,11000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2024-04-14 19:28:00,COD (Bayar di Tempat),2,0,0.0,0.4,11000.0,40000.0,42000,51000.0,Jambi,Kitchen & Dining,nan,,J&T,Reguler,2,1
Selesai,2024-04-14 20:45:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,26896,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 20:53:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,25900,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 22:04:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,19720,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 22:12:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,36600.0,18576,36600.0,Sumatera Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-14 22:51:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,23092,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-04-15 00:34:00,Kartu Kredit/Debit,6,0,0.0,1.2,2000.0,20000.0,93000,22000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Reguler,6,0
Selesai,2024-04-15 05:04:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,28700,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 07:43:00,Online Payment,1,0,0.0,1.5,36000.0,0.0,84952,36000.0,Banten,Home Organization & Living,nan,,SPX,Instant Delivery,1,0
Selesai,2024-04-15 08:11:00,COD (Bayar di Tempat),1,0,0.0,0.31,22000.0,0.0,45720,22000.0,Jawa Tengah,Bathroom & Cleaning,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 08:11:00,COD (Bayar di Tempat),1,0,0.0,0.31,22000.0,0.0,45720,22000.0,Jawa Tengah,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 09:02:00,COD (Bayar di Tempat),1,0,0.0,0.5,10000.0,0.0,29080,10000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 09:43:00,Saldo ShopeePay,30,0,0.0,30.0,0.0,75000.0,1141000,75000.0,Jawa Barat,Food Storage & Packaging,nan,,J&T,Kargo,30,0
Batal,2024-04-15 10:01:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,8000.0,Banten,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,0
Selesai,2024-04-15 16:03:00,Saldo ShopeePay,3,0,0.0,0.6,11000.0,0.0,57000,11000.0,Jawa Barat,Kitchen & Dining,nan,,JNE,Reguler,3,0
Selesai,2024-04-15 16:27:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,29912,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 16:34:00,Kartu Kredit/Debit,2,0,0.0,1.0,8000.0,0.0,48600,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-15 17:07:00,Saldo ShopeePay,1,0,0.0,0.35,8000.0,0.0,20250,8000.0,Dki Jakarta,Bathroom & Cleaning,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 17:07:00,Saldo ShopeePay,1,0,0.0,0.35,8000.0,0.0,20250,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 17:19:00,SPayLater,1,0,0.0,1.7,16000.0,0.0,76770,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 17:27:00,SPayLater,1,0,0.0,0.5,10000.0,0.0,30189,10000.0,Dki Jakarta,Home Organization & Living,nan,,JNE,Reguler,1,0
Selesai,2024-04-15 17:57:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,20800,10000.0,Dki Jakarta,Home Organization & Living,nan,,J&T,Reguler,1,0
Selesai,2024-04-15 19:20:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,27520,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 19:24:00,Online Payment,1,0,0.0,1.0,8000.0,0.0,43059,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 19:32:00,Saldo ShopeePay,2,0,0.0,1.0,0.0,8000.0,40600,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-15 19:37:00,COD (Bayar di Tempat),1,0,0.0,0.5,16000.0,0.0,34320,16000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-15 19:50:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,29912,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 20:21:00,Kartu Kredit/Debit,1,0,0.0,0.5,8000.0,0.0,27800,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 21:34:00,Saldo ShopeePay,6,0,0.0,12.0,9000.0,20000.0,130980,29000.0,Banten,Kitchen & Dining,nan,,J&T,Kargo,6,0
Selesai,2024-04-15 21:36:00,COD (Bayar di Tempat),6,0,0.0,1.2,1000.0,20000.0,95640,21000.0,Sumatera Barat,Kitchen & Dining,nan,,SPX,Hemat,6,0
Selesai,2024-04-15 21:40:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,25900,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-15 22:19:00,SeaBank Bayar Instan,1,0,0.0,1.0,18000.0,0.0,50900,18000.0,Jawa Barat,Home Organization & Living,nan,,JNE,Express,1,0
Selesai,2024-04-15 22:44:00,SeaBank Bayar Instan,1,0,0.0,1.0,8000.0,0.0,45800,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-16 08:22:00,Saldo ShopeePay,1,0,0.0,0.5,9500.0,0.0,28000,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-16 10:37:00,COD (Bayar di Tempat),1,0,0.0,0.5,3000.0,10000.0,24712,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-16 10:39:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,8000.0,20800,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-04-16 11:17:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,0.0,0,16000.0,Jawa Barat,Food Storage & Packaging,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,1,0
Selesai,2024-04-16 12:06:00,COD (Bayar di Tempat),1,0,0.0,1.7,20000.0,0.0,89400,20000.0,Dki Jakarta,Home Organization & Living,nan,,J&T,Reguler,1,0
Selesai,2024-04-16 14:57:00,Online Payment,1,0,0.0,1.0,8000.0,0.0,46800,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-16 15:13:00,Saldo ShopeePay,1,0,0.0,1.0,8000.0,0.0,43500,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-04-16 15:43:00,COD (Bayar di Tempat),5,0,0.0,1.0,0.0,0.0,0,10000.0,Jawa Barat,Kitchen & Dining,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,5,0
Selesai,2024-04-16 15:56:00,COD (Bayar di Tempat),1,0,0.0,0.05,10500.0,0.0,54560,10500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-04-16 17:46:00,COD (Bayar di Tempat),3,0,0.0,0.6,8000.0,0.0,57680,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,3,0
Batal,2024-04-16 18:13:00,Saldo ShopeePay,6,0,0.0,1.8,0.0,0.0,0,16000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,6,0
Selesai,2024-04-16 18:49:00,COD (Bayar di Tempat),1,0,0.0,0.2,8000.0,0.0,24920,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-16 20:20:00,COD (Bayar di Tempat),2,0,0.0,0.4,8000.0,0.0,40077,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 00:08:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18576,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 01:08:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,21800,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 02:16:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,14182,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 05:52:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18576,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 06:06:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,17712,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-17 06:22:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,8000.0,20800,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 07:05:00,SPayLater,10,0,0.0,7.5,19900.0,20000.0,258651,39900.0,Jawa Timur,Food Storage & Packaging,nan,,J&T,Kargo,10,0
Selesai,2024-04-17 07:28:00,COD (Bayar di Tempat),1,0,0.0,1.0,18600.0,20000.0,58512,38600.0,Kalimantan Tengah,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 08:13:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18576,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 08:50:00,Saldo ShopeePay,2,0,0.0,1.0,0.0,17000.0,40600,17000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 09:43:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,18000.0,42184,18000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,2,0
Selesai,2024-04-17 09:46:00,Saldo ShopeePay,1,0,0.0,0.2,4500.0,10000.0,20500,14500.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 10:19:00,Saldo ShopeePay,1,0,0.0,1.51,0.0,16000.0,62500,16000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 10:19:00,Saldo ShopeePay,1,0,0.0,1.51,0.0,16000.0,62500,16000.0,Banten,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 10:20:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,17900,10000.0,Dki Jakarta,Home Organization & Living,nan,,J&T,Reguler,1,0
Selesai,2024-04-17 11:03:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,19000.0,38440,19000.0,Jawa Timur,Other,nan,,SPX,Hemat,2,0
Batal,2024-04-17 11:26:00,COD (Bayar di Tempat),1,0,0.0,0.4,0.0,0.0,0,8000.0,Dki Jakarta,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,0
Selesai,2024-04-17 11:28:00,Saldo ShopeePay,1,0,0.0,8.0,0.0,18000.0,86000,18000.0,Banten,Food Storage & Packaging,nan,,SPX,Instant Delivery,1,0
Selesai,2024-04-17 11:41:00,COD (Bayar di Tempat),3,0,0.0,1.5,0.0,20000.0,53728,20000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,3,0
Batal,2024-04-17 11:44:00,SPayLater,1,0,0.0,1.0,0.0,0.0,0,12000.0,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,0
Selesai,2024-04-17 11:47:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,21180,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 11:55:00,SPayLater,2,0,0.0,1.0,0.0,10000.0,40996,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,2,0
Selesai,2024-04-17 11:57:00,COD (Bayar di Tempat),3,0,0.0,1.2,0.0,8000.0,28768,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,3,0
Selesai,2024-04-17 12:08:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,8000.0,16600,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,1,0,0.0,1.45,16000.0,20000.0,71900,36000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,2,0,0.0,1.45,16000.0,20000.0,71900,36000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,1,0,0.0,1.45,16000.0,20000.0,71900,36000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 12:46:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,20800,9500.0,Banten,Home Organization & Living,nan,,JNE,Reguler,1,0
Batal,2024-04-17 12:55:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,8000.0,Banten,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,0
Selesai,2024-04-17 12:55:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,20031,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-17 13:01:00,COD (Bayar di Tempat),1,0,0.0,0.5,6000.0,10000.0,24816,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 13:05:00,COD (Bayar di Tempat),4,0,0.0,2.0,0.0,20000.0,83368,20000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,4,0
Selesai,2024-04-17 13:32:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,21592,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-17 13:55:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,21592,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 14:02:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,21592,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 14:36:00,SPayLater,1,0,0.0,1.0,0.0,8000.0,38673,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 14:51:00,COD (Bayar di Tempat),2,0,0.0,1.0,11500.0,20000.0,54144,31500.0,Sulawesi Selatan,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 14:53:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,8000.0,13480,8000.0,Banten,Kitchen & Dining,nan,,SPX,Hemat,2,0
Batal,2024-04-17 15:27:00,COD (Bayar di Tempat),2,0,0.0,0.5,0.0,0.0,0,9000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,0
Selesai,2024-04-17 15:39:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,8000.0,16600,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 15:47:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,7500.0,19873,7500.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 15:58:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,21592,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 16:44:00,Online Payment,1,0,0.0,0.62,8000.0,10000.0,35900,18000.0,Bangka Belitung,Food Storage & Packaging,nan,,SPX,Pick Up Point,1,0
Selesai,2024-04-17 16:44:00,Online Payment,1,0,0.0,0.62,8000.0,10000.0,35900,18000.0,Bangka Belitung,Home Organization & Living,nan,,SPX,Pick Up Point,1,0
Selesai,2024-04-17 16:44:00,Online Payment,2,0,0.0,0.62,8000.0,10000.0,35900,18000.0,Bangka Belitung,Food Storage & Packaging,nan,,SPX,Pick Up Point,2,0
Selesai,2024-04-17 17:50:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,29912,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 18:01:00,Online Payment,10,0,0.0,3.0,0.0,15000.0,177000,15000.0,Jawa Barat,Tools & Accessories,nan,,JNE,Kargo,10,0
Batal,2024-04-17 18:04:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,8000.0,Jawa Barat,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,0
Selesai,2024-04-17 18:09:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18348,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 18:29:00,COD (Bayar di Tempat),6,0,0.0,1.2,0.0,17000.0,94600,17000.0,Sumatera Selatan,Kitchen & Dining,nan,,SPX,Hemat,6,0
Selesai,2024-04-17 18:29:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,8000.0,15850,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 19:40:00,COD (Bayar di Tempat),1,0,0.0,1.7,0.0,16000.0,68600,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 19:44:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,14182,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-04-17 19:51:00,Saldo ShopeePay,2,0,0.0,1.0,8000.0,0.0,48600,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 19:57:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,18576,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 20:15:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,16000.0,42184,16000.0,Lampung,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 21:09:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18576,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-17 21:17:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,17000.0,32200,17000.0,Sumatera Selatan,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-04-17 21:46:00,Saldo ShopeePay,3,0,0.0,0.9,8000.0,0.0,45000,8000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,3,0
Batal,2024-04-17 21:55:00,COD (Bayar di Tempat),2,0,0.0,0.5,0.0,0.0,0,9000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,0
Selesai,2024-04-18 00:00:00,COD (Bayar di Tempat),1,0,0.0,1.7,16000.0,0.0,26948,16000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 00:51:00,Saldo ShopeePay,1,0,0.0,7.0,0.0,20000.0,100509,20000.0,Banten,Other,nan,,SPX,Instant Delivery,1,0
Selesai,2024-04-18 06:07:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,25900,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 08:01:00,Saldo ShopeePay,1,0,0.0,8.0,0.0,18000.0,86000,18000.0,Banten,Food Storage & Packaging,nan,,SPX,Instant Delivery,1,0
Selesai,2024-04-18 08:53:00,Saldo ShopeePay,2,0,0.0,0.7,8000.0,0.0,41000,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,0
Batal,2024-04-18 08:58:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,0.0,0,9500.0,Jawa Barat,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Reguler,1,0
Selesai,2024-04-18 09:12:00,COD (Bayar di Tempat),3,0,0.0,0.6,8000.0,0.0,56120,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,3,0
Selesai,2024-04-18 09:19:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,21675,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 09:30:00,Online Payment,2,0,0.0,0.4,8000.0,0.0,38177,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-04-18 09:59:00,COD (Bayar di Tempat),1,0,0.0,1.7,78000.0,0.0,148720,78000.0,Kalimantan Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 10:12:00,SPayLater,1,0,0.0,1.0,0.0,8000.0,41400,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-04-18 11:44:00,COD (Bayar di Tempat),2,0,0.0,0.5,0.0,0.0,0,9000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,2,0
Selesai,2024-04-18 12:02:00,COD (Bayar di Tempat),10,0,0.0,2.0,43600.0,40000.0,202344,83600.0,Kalimantan Tengah,Kitchen & Dining,nan,,J&T,Hemat,10,0
Selesai,2024-04-18 12:29:00,COD (Bayar di Tempat),1,0,0.0,0.7,0.0,35000.0,24920,35000.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 12:35:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,28187,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 12:53:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,29432,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 13:18:00,Online Payment,3,0,0.0,0.75,9000.0,0.0,50000,9000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,3,0
Selesai,2024-04-18 14:21:00,SPayLater,6,0,0.0,0.72,3500.0,30000.0,28775,33500.0,Kepulauan Riau,Kitchen & Dining,nan,,SPX,Hemat,6,0
Selesai,2024-04-18 16:31:00,Saldo ShopeePay,2,2,0.0,1.0,0.0,0.0,0,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,0,0
Selesai,2024-04-18 16:43:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,8000.0,35360,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,2,0
Batal,2024-04-18 17:33:00,COD (Bayar di Tempat),2,0,0.0,0.6,0.0,0.0,0,9000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,2,0
Selesai,2024-04-18 17:39:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,25900,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 17:48:00,COD (Bayar di Tempat),1,0,0.0,0.12,12500.0,10000.0,20240,22500.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 19:09:00,Kartu Kredit/Debit,1,0,0.0,1.0,8000.0,0.0,41000,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-04-18 19:23:00,COD (Bayar di Tempat),2,0,0.0,0.4,8000.0,0.0,40520,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-04-18 19:52:00,COD (Bayar di Tempat),1,0,0.0,0.5,8000.0,0.0,29912,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-04-18 20:06:00,COD (Bayar di Tempat),2,0,0.0,0.5,0.0,0.0,0,11000.0,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,2,0
Selesai,2024-04-18 20:23:00,Saldo ShopeePay,1,0,0.0,1.0,26000.0,30000.0,71980,56000.0,Nanggroe Aceh Darussalam (Nad),Food Storage & Packaging,nan,,J&T,Hemat,1,0
