Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend,year_month,Total Harga
Selesai,2024-04-14 11:37:00,COD (Bayar di Tempat),2,0,0,1.2,15200,20000,110408,35200,Jambi,Kitchen & Dining,,,SPX,Hemat,2,Yes,2024-04,125608
Selesai,2024-04-14 12:17:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26896,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,34896
Selesai,2024-04-14 13:47:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26520,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,34520
Selesai,2024-04-14 14:01:00,COD (Bayar di Tempat),1,0,0,0.5,13000,0,29900,13000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,42900
Selesai,2024-04-14 15:15:00,SPayLater,1,0,0,0.5,0,9500,20998,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-04,20998
Selesai,2024-04-14 15:33:00,COD (Bayar di Tempat),1,0,0,0.1,8000,0,24577,8000,Banten,Other,,,SPX,Hemat,1,Yes,2024-04,32577
Selesai,2024-04-14 15:33:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,36800
Batal,2024-04-14 16:14:00,Online Payment,2,0,0,1.0,0,0,0,8000,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Hemat,2,Yes,2024-04,0
Selesai,2024-04-14 17:06:00,Saldo ShopeePay,1,0,0,0.5,8000,0,32000,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,40000
Selesai,2024-04-14 17:43:00,COD (Bayar di Tempat),2,0,0,1.0,0,10000,36152,10000,Banten,Home Organization & Living,,,SPX,Reguler,2,Yes,2024-04,36152
Selesai,2024-04-14 17:46:00,COD (Bayar di Tempat),1,0,0,1.0,11000,0,48284,11000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,Yes,2024-04,59284
Selesai,2024-04-14 19:28:00,COD (Bayar di Tempat),2,0,0,0.4,11000,40000,42000,51000,Jambi,Kitchen & Dining,,,J&T,Reguler,2,Yes,2024-04,53000
Selesai,2024-04-14 20:45:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26896,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,34896
Selesai,2024-04-14 20:53:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,33900
Selesai,2024-04-14 22:04:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,19720,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,27720
Selesai,2024-04-14 22:12:00,COD (Bayar di Tempat),1,0,0,0.5,0,36600,18576,36600,Sumatera Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,18576
Selesai,2024-04-14 22:51:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,23092,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,Yes,2024-04,31092
Selesai,2024-04-15 00:34:00,Kartu Kredit/Debit,6,0,0,1.2,2000,20000,93000,22000,Jawa Timur,Kitchen & Dining,,,SPX,Reguler,6,No,2024-04,95000
Selesai,2024-04-15 05:04:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28700,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,36700
Selesai,2024-04-15 07:43:00,Online Payment,1,0,0,1.5,36000,0,84952,36000,Banten,Home Organization & Living,,,SPX,Instant Delivery,1,No,2024-04,120952
Selesai,2024-04-15 08:11:00,COD (Bayar di Tempat),1,0,0,0.31,22000,0,45720,22000,Jawa Tengah,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-04,67720
Selesai,2024-04-15 08:11:00,COD (Bayar di Tempat),1,0,0,0.31,22000,0,45720,22000,Jawa Tengah,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-04,67720
Selesai,2024-04-15 09:02:00,COD (Bayar di Tempat),1,0,0,0.5,10000,0,29080,10000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,39080
Selesai,2024-04-15 09:43:00,Saldo ShopeePay,30,0,0,30.0,0,75000,1141000,75000,Jawa Barat,Food Storage & Packaging,,,J&T,Kargo,30,No,2024-04,1141000
Batal,2024-04-15 10:01:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,8000,Banten,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-15 16:03:00,Saldo ShopeePay,3,0,0,0.6,11000,0,57000,11000,Jawa Barat,Kitchen & Dining,,,JNE,Reguler,3,No,2024-04,68000
Selesai,2024-04-15 16:27:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,37912
Selesai,2024-04-15 16:34:00,Kartu Kredit/Debit,2,0,0,1.0,8000,0,48600,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,56600
Selesai,2024-04-15 17:07:00,Saldo ShopeePay,1,0,0,0.35,8000,0,20250,8000,Dki Jakarta,Bathroom & Cleaning,,,SPX,Hemat,1,No,2024-04,28250
Selesai,2024-04-15 17:07:00,Saldo ShopeePay,1,0,0,0.35,8000,0,20250,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,28250
Selesai,2024-04-15 17:19:00,SPayLater,1,0,0,1.7,16000,0,76770,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,92770
Selesai,2024-04-15 17:27:00,SPayLater,1,0,0,0.5,10000,0,30189,10000,Dki Jakarta,Home Organization & Living,,,JNE,Reguler,1,No,2024-04,40189
Selesai,2024-04-15 17:57:00,Saldo ShopeePay,1,0,0,0.5,0,10000,20800,10000,Dki Jakarta,Home Organization & Living,,,J&T,Reguler,1,No,2024-04,20800
Selesai,2024-04-15 19:20:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,27520,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,35520
Selesai,2024-04-15 19:24:00,Online Payment,1,0,0,1.0,8000,0,43059,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,51059
Selesai,2024-04-15 19:32:00,Saldo ShopeePay,2,0,0,1.0,0,8000,40600,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,40600
Selesai,2024-04-15 19:37:00,COD (Bayar di Tempat),1,0,0,0.5,16000,0,34320,16000,Banten,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,50320
Selesai,2024-04-15 19:50:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,37912
Selesai,2024-04-15 20:21:00,Kartu Kredit/Debit,1,0,0,0.5,8000,0,27800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,35800
Selesai,2024-04-15 21:34:00,Saldo ShopeePay,6,0,0,12.0,9000,20000,130980,29000,Banten,Kitchen & Dining,,,J&T,Kargo,6,No,2024-04,139980
Selesai,2024-04-15 21:36:00,COD (Bayar di Tempat),6,0,0,1.2,1000,20000,95640,21000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,6,No,2024-04,96640
Selesai,2024-04-15 21:40:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,33900
Selesai,2024-04-15 22:19:00,SeaBank Bayar Instan,1,0,0,1.0,18000,0,50900,18000,Jawa Barat,Home Organization & Living,,,JNE,Express,1,No,2024-04,68900
Selesai,2024-04-15 22:44:00,SeaBank Bayar Instan,1,0,0,1.0,8000,0,45800,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,53800
Selesai,2024-04-16 08:22:00,Saldo ShopeePay,1,0,0,0.5,9500,0,28000,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,37500
Selesai,2024-04-16 10:37:00,COD (Bayar di Tempat),1,0,0,0.5,3000,10000,24712,13000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,27712
Selesai,2024-04-16 10:39:00,SeaBank Bayar Instan,1,0,0,0.5,0,8000,20800,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,20800
Batal,2024-04-16 11:17:00,COD (Bayar di Tempat),1,0,0,1.0,0,0,0,16000,Jawa Barat,Food Storage & Packaging,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-16 12:06:00,COD (Bayar di Tempat),1,0,0,1.7,20000,0,89400,20000,Dki Jakarta,Home Organization & Living,,,J&T,Reguler,1,No,2024-04,109400
Selesai,2024-04-16 14:57:00,Online Payment,1,0,0,1.0,8000,0,46800,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,54800
Selesai,2024-04-16 15:13:00,Saldo ShopeePay,1,0,0,1.0,8000,0,43500,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,51500
Batal,2024-04-16 15:43:00,COD (Bayar di Tempat),5,0,0,1.0,0,0,0,10000,Jawa Barat,Kitchen & Dining,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,5,No,2024-04,0
Selesai,2024-04-16 15:56:00,COD (Bayar di Tempat),1,0,0,0.05,10500,0,54560,10500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2024-04,65060
Selesai,2024-04-16 17:46:00,COD (Bayar di Tempat),3,0,0,0.6,8000,0,57680,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,3,No,2024-04,65680
Batal,2024-04-16 18:13:00,Saldo ShopeePay,6,0,0,1.8,0,0,0,16000,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,6,No,2024-04,0
Selesai,2024-04-16 18:49:00,COD (Bayar di Tempat),1,0,0,0.2,8000,0,24920,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,32920
Selesai,2024-04-16 20:20:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40077,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,48077
Selesai,2024-04-17 00:08:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18576
Selesai,2024-04-17 01:08:00,Online Payment,1,0,0,0.5,0,8000,21800,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,21800
Selesai,2024-04-17 02:16:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,14182,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,14182
Selesai,2024-04-17 05:52:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18576
Selesai,2024-04-17 06:06:00,Saldo ShopeePay,1,0,0,0.5,0,10000,17712,10000,Dki Jakarta,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,17712
Selesai,2024-04-17 06:22:00,Saldo ShopeePay,1,0,0,0.5,0,8000,20800,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,20800
Selesai,2024-04-17 07:05:00,SPayLater,10,0,0,7.5,19900,20000,258651,39900,Jawa Timur,Food Storage & Packaging,,,J&T,Kargo,10,No,2024-04,278551
Selesai,2024-04-17 07:28:00,COD (Bayar di Tempat),1,0,0,1.0,18600,20000,58512,38600,Kalimantan Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,77112
Selesai,2024-04-17 08:13:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18576
Selesai,2024-04-17 08:50:00,Saldo ShopeePay,2,0,0,1.0,0,17000,40600,17000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,40600
Selesai,2024-04-17 09:43:00,COD (Bayar di Tempat),2,0,0,1.0,0,18000,42184,18000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,2,No,2024-04,42184
Selesai,2024-04-17 09:46:00,Saldo ShopeePay,1,0,0,0.2,4500,10000,20500,14500,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,25000
Selesai,2024-04-17 10:19:00,Saldo ShopeePay,1,0,0,1.51,0,16000,62500,16000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,62500
Selesai,2024-04-17 10:19:00,Saldo ShopeePay,1,0,0,1.51,0,16000,62500,16000,Banten,Food Storage & Packaging,,,SPX,Hemat,1,No,2024-04,62500
Selesai,2024-04-17 10:20:00,Saldo ShopeePay,1,0,0,0.5,0,10000,17900,10000,Dki Jakarta,Home Organization & Living,,,J&T,Reguler,1,No,2024-04,17900
Selesai,2024-04-17 11:03:00,COD (Bayar di Tempat),2,0,0,0.4,0,19000,38440,19000,Jawa Timur,Other,,,SPX,Hemat,2,No,2024-04,38440
Batal,2024-04-17 11:26:00,COD (Bayar di Tempat),1,0,0,0.4,0,0,0,8000,Dki Jakarta,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-17 11:28:00,Saldo ShopeePay,1,0,0,8.0,0,18000,86000,18000,Banten,Food Storage & Packaging,,,SPX,Instant Delivery,1,No,2024-04,86000
Selesai,2024-04-17 11:41:00,COD (Bayar di Tempat),3,0,0,1.5,0,20000,53728,20000,Banten,Home Organization & Living,,,SPX,Reguler,3,No,2024-04,53728
Batal,2024-04-17 11:44:00,SPayLater,1,0,0,1.0,0,0,0,12000,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-17 11:47:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,21180,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,21180
Selesai,2024-04-17 11:55:00,SPayLater,2,0,0,1.0,0,10000,40996,10000,Banten,Home Organization & Living,,,SPX,Reguler,2,No,2024-04,40996
Selesai,2024-04-17 11:57:00,COD (Bayar di Tempat),3,0,0,1.2,0,8000,28768,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,3,No,2024-04,28768
Selesai,2024-04-17 12:08:00,COD (Bayar di Tempat),1,0,0,0.2,0,8000,16600,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,16600
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,1,0,0,1.45,16000,20000,71900,36000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,87900
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,2,0,0,1.45,16000,20000,71900,36000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,87900
Selesai,2024-04-17 12:18:00,Saldo ShopeePay,1,0,0,1.45,16000,20000,71900,36000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,87900
Selesai,2024-04-17 12:46:00,Saldo ShopeePay,1,0,0,0.5,0,9500,20800,9500,Banten,Home Organization & Living,,,JNE,Reguler,1,No,2024-04,20800
Batal,2024-04-17 12:55:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,8000,Banten,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-17 12:55:00,Saldo ShopeePay,1,0,0,0.5,0,9500,20031,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,20031
Selesai,2024-04-17 13:01:00,COD (Bayar di Tempat),1,0,0,0.5,6000,10000,24816,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,30816
Selesai,2024-04-17 13:05:00,COD (Bayar di Tempat),4,0,0,2.0,0,20000,83368,20000,Jawa Barat,Home Organization & Living,,,SPX,Reguler,4,No,2024-04,83368
Selesai,2024-04-17 13:32:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,21592,9500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,21592
Selesai,2024-04-17 13:55:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,21592,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,21592
Selesai,2024-04-17 14:02:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,21592,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,21592
Selesai,2024-04-17 14:36:00,SPayLater,1,0,0,1.0,0,8000,38673,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,38673
Selesai,2024-04-17 14:51:00,COD (Bayar di Tempat),2,0,0,1.0,11500,20000,54144,31500,Sulawesi Selatan,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,65644
Selesai,2024-04-17 14:53:00,COD (Bayar di Tempat),2,0,0,0.4,0,8000,13480,8000,Banten,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,13480
Batal,2024-04-17 15:27:00,COD (Bayar di Tempat),2,0,0,0.5,0,0,0,9000,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,No,2024-04,0
Selesai,2024-04-17 15:39:00,COD (Bayar di Tempat),1,0,0,0.2,0,8000,16600,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,16600
Selesai,2024-04-17 15:47:00,Saldo ShopeePay,1,0,0,0.5,0,7500,19873,7500,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,19873
Selesai,2024-04-17 15:58:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,21592,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,21592
Selesai,2024-04-17 16:44:00,Online Payment,1,0,0,0.62,8000,10000,35900,18000,Bangka Belitung,Food Storage & Packaging,,,SPX,Pick Up Point,1,No,2024-04,43900
Selesai,2024-04-17 16:44:00,Online Payment,1,0,0,0.62,8000,10000,35900,18000,Bangka Belitung,Home Organization & Living,,,SPX,Pick Up Point,1,No,2024-04,43900
Selesai,2024-04-17 16:44:00,Online Payment,2,0,0,0.62,8000,10000,35900,18000,Bangka Belitung,Food Storage & Packaging,,,SPX,Pick Up Point,2,No,2024-04,43900
Selesai,2024-04-17 17:50:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,37912
Selesai,2024-04-17 18:01:00,Online Payment,10,0,0,3.0,0,15000,177000,15000,Jawa Barat,Tools & Accessories,,,JNE,Kargo,10,No,2024-04,177000
Batal,2024-04-17 18:04:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,8000,Jawa Barat,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,No,2024-04,0
Selesai,2024-04-17 18:09:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18348,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18348
Selesai,2024-04-17 18:29:00,COD (Bayar di Tempat),6,0,0,1.2,0,17000,94600,17000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,6,No,2024-04,94600
Selesai,2024-04-17 18:29:00,Saldo ShopeePay,1,0,0,0.5,0,8000,15850,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,15850
Selesai,2024-04-17 19:40:00,COD (Bayar di Tempat),1,0,0,1.7,0,16000,68600,16000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,68600
Selesai,2024-04-17 19:44:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,14182,9500,Banten,Home Organization & Living,,,SPX,Reguler,1,No,2024-04,14182
Selesai,2024-04-17 19:51:00,Saldo ShopeePay,2,0,0,1.0,8000,0,48600,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,56600
Selesai,2024-04-17 19:57:00,COD (Bayar di Tempat),1,0,0,0.5,0,9500,18576,9500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18576
Selesai,2024-04-17 20:15:00,COD (Bayar di Tempat),2,0,0,1.0,0,16000,42184,16000,Lampung,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,42184
Selesai,2024-04-17 21:09:00,COD (Bayar di Tempat),1,0,0,0.5,0,8000,18576,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,18576
Selesai,2024-04-17 21:17:00,COD (Bayar di Tempat),2,0,0,0.4,0,17000,32200,17000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,32200
Selesai,2024-04-17 21:46:00,Saldo ShopeePay,3,0,0,0.9,8000,0,45000,8000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,3,No,2024-04,53000
Batal,2024-04-17 21:55:00,COD (Bayar di Tempat),2,0,0,0.5,0,0,0,9000,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,No,2024-04,0
Selesai,2024-04-18 00:00:00,COD (Bayar di Tempat),1,0,0,1.7,16000,0,26948,16000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,42948
Selesai,2024-04-18 00:51:00,Saldo ShopeePay,1,0,0,7.0,0,20000,100509,20000,Banten,Other,,,SPX,Instant Delivery,1,No,2024-04,100509
Selesai,2024-04-18 06:07:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,33900
Selesai,2024-04-18 08:01:00,Saldo ShopeePay,1,0,0,8.0,0,18000,86000,18000,Banten,Food Storage & Packaging,,,SPX,Instant Delivery,1,No,2024-04,86000
Selesai,2024-04-18 08:53:00,Saldo ShopeePay,2,0,0,0.7,8000,0,41000,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,49000
Batal,2024-04-18 08:58:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,9500,Jawa Barat,Home Organization & Living,Pembeli,Lainnya/ berubah pikiran,SPX,Reguler,1,No,2024-04,0
Selesai,2024-04-18 09:12:00,COD (Bayar di Tempat),3,0,0,0.6,8000,0,56120,8000,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,3,No,2024-04,64120
Selesai,2024-04-18 09:19:00,Saldo ShopeePay,1,0,0,0.5,8000,0,21675,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,29675
Selesai,2024-04-18 09:30:00,Online Payment,2,0,0,0.4,8000,0,38177,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,46177
Selesai,2024-04-18 09:59:00,COD (Bayar di Tempat),1,0,0,1.7,78000,0,148720,78000,Kalimantan Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,226720
Selesai,2024-04-18 10:12:00,SPayLater,1,0,0,1.0,0,8000,41400,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,41400
Batal,2024-04-18 11:44:00,COD (Bayar di Tempat),2,0,0,0.5,0,0,0,9000,Jawa Barat,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,2,No,2024-04,0
Selesai,2024-04-18 12:02:00,COD (Bayar di Tempat),10,0,0,2.0,43600,40000,202344,83600,Kalimantan Tengah,Kitchen & Dining,,,J&T,Hemat,10,No,2024-04,245944
Selesai,2024-04-18 12:29:00,COD (Bayar di Tempat),1,0,0,0.7,0,35000,24920,35000,Sumatera Selatan,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,24920
Selesai,2024-04-18 12:35:00,Saldo ShopeePay,1,0,0,0.5,8000,0,28187,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,36187
Selesai,2024-04-18 12:53:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29432,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,37432
Selesai,2024-04-18 13:18:00,Online Payment,3,0,0,0.75,9000,0,50000,9000,Jawa Barat,Food Storage & Packaging,,,SPX,Hemat,3,No,2024-04,59000
Selesai,2024-04-18 14:21:00,SPayLater,6,0,0,0.72,3500,30000,28775,33500,Kepulauan Riau,Kitchen & Dining,,,SPX,Hemat,6,No,2024-04,32275
Selesai,2024-04-18 16:31:00,Saldo ShopeePay,2,2,0,1.0,0,0,0,8000,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,0,No,2024-04,0
Selesai,2024-04-18 16:43:00,COD (Bayar di Tempat),2,0,0,1.0,0,8000,35360,8000,Banten,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,35360
Batal,2024-04-18 17:33:00,COD (Bayar di Tempat),2,0,0,0.6,0,0,0,9000,Jawa Barat,Food Storage & Packaging,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,2,No,2024-04,0
Selesai,2024-04-18 17:39:00,Saldo ShopeePay,1,0,0,0.5,8000,0,25900,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,33900
Selesai,2024-04-18 17:48:00,COD (Bayar di Tempat),1,0,0,0.12,12500,10000,20240,22500,Jawa Timur,Kitchen & Dining,,,SPX,Hemat,1,No,2024-04,32740
Selesai,2024-04-18 19:09:00,Kartu Kredit/Debit,1,0,0,1.0,8000,0,41000,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,49000
Selesai,2024-04-18 19:23:00,COD (Bayar di Tempat),2,0,0,0.4,8000,0,40520,8000,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2024-04,48520
Selesai,2024-04-18 19:52:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,29912,8000,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,37912
Batal,2024-04-18 20:06:00,COD (Bayar di Tempat),2,0,0,0.5,0,0,0,11000,Jawa Barat,Food Storage & Packaging,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,2,No,2024-04,0
Selesai,2024-04-18 20:23:00,Saldo ShopeePay,1,0,0,1.0,26000,30000,71980,56000,Nanggroe Aceh Darussalam,Food Storage & Packaging,,,J&T,Hemat,1,No,2024-04,97980
Selesai,2024-04-18 20:27:00,COD (Bayar di Tempat),1,0,0,0.5,8000,0,26447,8000,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2024-04,34447
Selesai,2024-04-18 20:44:00,COD (Bayar di Tempat),2,0,0,1.0,16000,0,38440,16000,Jawa Timur,Other,,,SPX,Hemat,2,No,2024-04,54440
Selesai,2024-04-18 20:44:00,COD (Bayar di Tempat),1,0,0,1.0,16000,0,38440,16000,Jawa Timur,Other,,,SPX,Hemat,1,No,2024-04,54440
Selesai,2024-04-19 00:13:00,COD (Bayar di Tempat),2,0,0,1.0,0,15500,23800,15500,Di Yogyakarta,Home Organization & Living,,,SPX,Hemat,2,No,2024-04,23800
